num_threads,time_step,time,pi
8,10000000000,105.922,0.56033200000000005
8,10000000000,125.86499999999999,0.56033200000000005
8,10000000000,132.898,0.56033200000000005
8,10000000000,131.989,0.56033200000000005
8,10000000000,130.05600000000001,0.56033200000000005
8,10000000000,109.773,0.56033200000000005
8,10000000000,105.58,0.56033200000000005
8,10000000000,129.63800000000001,0.56033200000000005
8,10000000000,107.245,0.56033200000000005
8,10000000000,115.702,0.56033200000000005
8,1000000000000,0.003666,0
8,1000000000000,0.000301,0
8,1000000000000,0.0023389999999999999,0
8,1000000000000,0.0030330000000000001,0
8,1000000000000,0.001835,0
8,1000000000000,0.001227,0
8,1000000000000,0.00081700000000000002,0
8,1000000000000,0.0013749999999999999,0
8,1000000000000,0.00010900000000000001,0
8,1000000000000,0.002016,0
